timestamp,ipv4,ipv6,lat,lon
1775001600000,132.177.124.48,2600:1f18:994c:c360:5ea6:9033:d234:9ef2,1.30127,78.20034
1775001600000,132.83.199.212,2a01:4f8:3359:dfc0:cc39:fa7f:ebda:80ec,59.32972,138.27114
1775001600000,132.83.199.34,2a01:4f8:3359:77f6:8f6d:6a75:dbb5:5813,32.71286,-74.39916
1775001600000,132.83.199.40,2a01:4f8:3359:7931:2a13:e932:83be:39f,51.96149,-90.93404
1775001600000,135.142.190.144,2620:1c00:83b6:383c:b4bf:784e:b563:b77a,13.68562,-31.18086
1775001600000,135.142.190.207,2620:1c00:83b6:a618:db00:a75c:ae5d:a72,-51.96625,-55.78683
1775001600000,135.142.190.35,2620:1c00:83b6:fe0:ef5e:d3f:a3c8:b873,-31.06847,51.25816
1775001600000,135.142.190.71,2620:1c00:83b6:54ef:fc06:5b3f:e3b3:79eb,-10.35921,36.27804
1775001600000,135.197.163.103,2600:1f18:39ed:bad1:ce0a:7cbf:e549:9c6e,53.76009,-41.81044
1775001600000,135.197.163.208,2600:1f18:39ed:ecb5:28ce:d690:3d1b:47a8,17.10541,84.77222
1775001600000,138.202.146.135,2804:14d0:5ef3:6c75:e5b8:b195:b850:c944,-38.01126,-131.20808
1775001600000,138.202.146.200,2804:14d0:5ef3:9083:cc00:5d2a:87b:79e8,-47.13593,11.38035
1775001600000,138.202.146.51,2804:14d0:5ef3:a736:423:8de8:9f8c:33f1,-25.68855,-70.12888
1775001600000,138.202.146.89,2804:14d0:5ef3:1394:30de:e1de:d988:f004,3.13708,118.2295
1775001600000,139.186.238.154,2600:1f18:c368:9def:69b7:433d:b880:d85b,-4.20583,120.46688
1775001600000,139.186.238.178,2600:1f18:c368:946f:1822:b7ee:eccc:9b91,39.83217,101.39949
1775001600000,14.245.17.172,2804:14d0:4a0b:cba6:ccd4:c9fe:dd3:e80a,31.49071,32.54703
1775001600000,14.245.17.181,2804:14d0:4a0b:5926:2b52:f5c8:81db:aa75,-28.13482,-1.53186
1775001600000,14.245.17.196,2804:14d0:4a0b:2e92:554d:a66a:1cee:8541,8.64046,-108.13775
1775001600000,14.245.17.54,2804:14d0:4a0b:3a5d:1ebe:9cc9:4d8d:7971,11.58192,-136.20438
1775001600000,140.57.162.245,2a02:26f0:f7dc:d40a:946c:1e69:37c1:e60e,19.75546,-153.18653
1775001600000,140.57.162.32,2a02:26f0:f7dc:22fd:3631:f9d0:5e29:1696,-24.75912,-126.1079
1775001600000,141.91.247.117,2a02:26f0:b263:705e:3e43:756c:aefe:2c59,-53.00848,-168.46164
1775001600000,141.91.247.202,2a02:26f0:b263:33e:895f:8593:4ed9:483b,-49.11902,4.92005
1775001600000,145.117.242.186,2804:14d0:e269:c4e9:b741:7c96:4d80:7c9f,-28.42574,-19.64194
1775001600000,145.117.242.215,2804:14d0:e269:40b5:b39a:ef5e:55ae:8ef6,41.79412,-120.25032
1775001600000,145.117.242.62,2804:14d0:e269:7927:3925:a12d:f1ae:cc63,-31.9915,-143.76415
1775001600000,145.117.242.73,2804:14d0:e269:ab9b:4db3:22fe:d28d:55e2,1.53689,2.96918
1775001600000,149.240.107.166,2800:3f00:3c53:2dda:194e:fa24:1f19:bbdf,-41.15517,-62.63111
1775001600000,149.240.107.24,2800:3f00:3c53:f9eb:73da:982a:2760:8d0a,47.27172,82.42006
1775001600000,149.240.107.75,2800:3f00:3c53:f540:39d6:4889:f436:c7a5,69.44822,-160.60967
1775001600000,149.240.107.83,2800:3f00:3c53:a3b7:f1c4:b71d:cf8a:ebbd,-15.66953,-169.82667
1775001600000,150.44.124.154,2620:1c00:8a3:6fc1:da05:dc4f:7f5b:c2e0,-27.97678,-146.38894
1775001600000,150.44.124.189,2620:1c00:8a3:3a65:1c59:1d4e:1b0d:6e8e,-54.5318,15.12916
1775001600000,150.44.124.207,2620:1c00:8a3:12ab:fe1a:ac95:2635:9722,-33.92635,8.06947
1775001600000,150.44.124.84,2620:1c00:8a3:a3d7:4788:cbd1:d245:cf7b,-7.78451,145.04226
1775001600000,150.78.164.120,2a00:1450:8121:213c:2047:f9cd:5608:97f,47.44845,-94.72483
1775001600000,150.78.164.222,2a00:1450:8121:a7ae:652d:1af0:8d6a:f238,-12.50922,-25.01005
1775001600000,150.78.164.48,2a00:1450:8121:559c:ff68:95aa:7a12:fc9b,-32.47504,118.0615
1775001600000,154.199.115.164,2607:f8b0:7cd0:ab86:7c02:4b3b:2896:d8ff,-15.69623,-8.29327
1775001600000,154.199.115.170,2607:f8b0:7cd0:fe8e:8ed8:c2a1:581b:2ce1,-8.65337,-56.41831
1775001600000,155.172.56.174,2a02:26f0:2607:9ea5:bc74:1b07:2faf:fc7d,15.71621,-115.82874
1775001600000,155.172.56.77,2a02:26f0:2607:9c0b:2ca3:d537:70a0:ee53,-57.84174,-163.87431
1775001600000,156.157.193.1,2607:f8b0:c575:ef6:3260:ea59:6e8b:80da,6.05631,-147.78561
1775001600000,156.157.193.75,2607:f8b0:c575:917:e3ff:e2bd:5d1:7663,-38.66887,-74.06061
1775001600000,160.57.114.139,2800:3f00:29de:369c:867:589c:827:8e7f,8.70507,140.40257
1775001600000,160.57.114.161,2800:3f00:29de:fe56:227c:f690:c505:6113,44.94763,-101.57142
1775001600000,160.57.114.2,2800:3f00:29de:2409:2afc:5df5:7882:9326,-34.8293,-115.04878
1775001600000,160.57.114.56,2800:3f00:29de:9e0f:84f3:da79:669f:fde4,3.74413,165.73042
1775001600000,161.237.216.107,2620:1c00:5bf5:441b:af6b:1a50:e213:6290,38.0567,-93.93357
1775001600000,161.237.216.109,2620:1c00:5bf5:cc3f:9c30:9e3c:7d5d:df02,-35.04321,-92.84955
1775001600000,161.237.216.182,2620:1c00:5bf5:6ec5:2b07:4eab:1609:bc45,8.18611,-103.59687
1775001600000,161.237.216.190,2620:1c00:5bf5:910:caa7:982a:eb2f:307d,31.26698,-149.52994
1775001600000,163.130.2.116,2a01:4f8:55fd:7af8:864c:13b3:f5f:88b3,11.26739,69.17654
1775001600000,163.130.2.230,2a01:4f8:55fd:628c:98f1:1082:6bc0:4de5,68.69043,146.57347
1775001600000,163.130.2.246,2a01:4f8:55fd:2aa4:3981:a961:abf1:be07,-6.61522,9.04473
1775001600000,163.152.62.131,2a00:1450:e296:10fc:dcae:cf96:1f5f:7a20,23.34512,-49.99907
1775001600000,163.152.62.207,2a00:1450:e296:6b8e:2baf:3f40:4c2e:7c46,-2.65841,-109.02009
1775001600000,165.109.86.2,2600:1f18:11e2:e417:27fc:4f6e:d5b2:91b9,-22.71805,-108.88318
1775001600000,165.109.86.210,2600:1f18:11e2:cf1b:d54c:8d0b:cf5f:fb99,-50.88961,152.02665
1775001600000,165.109.86.252,2600:1f18:11e2:e4ed:e4b2:caa4:44c9:37be,-14.68959,73.08959
1775001600000,165.109.86.41,2600:1f18:11e2:cb4:1d50:2108:24a7:6dcf,-55.71209,-75.29841
1775001600000,165.23.53.103,2804:14d0:6124:78f8:ad6a:1d01:d747:7fcd,69.2005,-113.56503
1775001600000,165.23.53.108,2804:14d0:6124:f392:69ed:a597:ffa7:8ead,-46.05742,-16.0094
1775001600000,165.23.53.174,2804:14d0:6124:e68d:76b3:cfc8:3e0:d31c,10.0763,130.17504
1775001600000,165.23.53.203,2804:14d0:6124:7891:2b37:f84a:178d:4689,-46.79954,108.32881
1775001600000,168.171.93.124,2607:f8b0:b084:7b5d:d2d4:abcd:ba2d:c10f,31.6739,-88.68776
1775001600000,168.171.93.241,2607:f8b0:b084:454d:d5c4:219f:7182:735,8.53022,-146.28986
1775001600000,168.171.93.87,2607:f8b0:b084:55aa:3d4b:860e:897a:1be4,36.07852,167.96819
1775001600000,17.206.111.136,2800:3f00:c47b:132f:b43a:ad81:3d2a:c931,-41.49916,159.56402
1775001600000,17.206.111.139,2800:3f00:c47b:759d:8031:6593:f3bb:e082,16.63546,-103.64446
1775001600000,173.22.159.115,2804:14d0:2052:a059:f23b:6809:f5e:83aa,37.6917,-55.00018
1775001600000,173.22.159.54,2804:14d0:2052:cb77:8cab:7178:d068:207e,-8.46693,11.40024
1775001600000,173.22.159.76,2804:14d0:2052:bd3d:e796:6682:6a7b:b9ab,-0.25602,-124.02397
1775001600000,173.22.159.96,2804:14d0:2052:546f:996:5b2f:d827:4582,11.59412,-102.50548
1775001600000,173.65.60.167,2606:4700:c199:c5e1:e2dd:c15d:6387:7e25,-14.54127,-120.42487
1775001600000,173.65.60.34,2606:4700:c199:f3a:eb3b:4a5d:7aca:389c,27.46485,20.80148
1775001600000,173.65.60.58,2606:4700:c199:c0b4:3fb5:173d:904b:5393,68.01638,153.57039
1775001600000,173.65.60.70,2606:4700:c199:9165:d0e1:9bff:ee94:a3c7,-31.90556,91.79921
1775001600000,178.25.180.104,2620:1c00:750b:5b12:e2a:1983:255c:5884,48.8726,-47.66846
1775001600000,178.25.180.127,2620:1c00:750b:26e2:41b3:6041:bfc4:efac,-44.03458,-96.36839
1775001600000,178.25.180.248,2620:1c00:750b:334a:acc9:ec40:5f96:1465,-53.53837,111.82331
1775001600000,18.1.181.161,2800:3f00:f4d4:9bfc:af5c:8a3b:90e7:fa80,-43.76114,-79.54239
1775001600000,18.1.181.26,2800:3f00:f4d4:e259:d9ed:8bc6:6210:61f7,25.39046,-9.09563
1775001600000,181.161.46.170,2607:f8b0:78b1:f2d2:f2c:33aa:f190:d7bb,-31.25067,169.27815
1775001600000,181.161.46.38,2607:f8b0:78b1:17db:3e17:6fb2:8cf:e4bf,65.22234,-18.06115
1775001600000,181.46.170.121,2606:4700:20be:5967:e626:3108:656d:5239,-55.89272,-104.23739
1775001600000,181.46.170.157,2606:4700:20be:ea08:17e4:63d8:5a5d:5752,-32.52401,45.73055
1775001600000,181.46.170.27,2606:4700:20be:bbb8:79b2:cca2:332c:1e1e,-45.0425,96.89997
1775001600000,181.46.170.89,2606:4700:20be:5797:5ea:82ce:fb4f:2e11,10.78532,-50.72098
1775001600000,183.138.218.170,2620:1c00:c532:948e:9e09:a411:512:1a6d,51.76375,-15.29128
1775001600000,183.138.218.254,2620:1c00:c532:4ec7:9c3e:2ee4:6a1c:b2e5,-59.55631,-106.69932
1775001600000,183.138.218.70,2620:1c00:c532:d72f:423b:dc05:5d2b:fcf7,-11.20797,130.4332
1775001600000,183.138.218.82,2620:1c00:c532:c445:7bf1:aa4e:567c:eb71,38.33676,90.19517
1775001600000,184.173.210.140,2620:1c00:ff42:f2f1:1372:cb14:5e1f:5a6f,-25.64512,48.49964
1775001600000,184.173.210.234,2620:1c00:ff42:93e4:d415:55bf:7c5e:c291,23.98995,48.98728
1775001600000,184.173.210.47,2620:1c00:ff42:9089:232d:8b56:f5da:a033,-24.71997,154.01559
1775001600000,184.173.210.97,2620:1c00:ff42:1037:c127:5a4b:b6ed:3ae8,-3.25473,-53.03082
1775001600000,189.35.216.173,2a02:26f0:183d:d8d5:cb80:18ca:6591:e8bb,24.50038,155.48972
1775001600000,189.35.216.229,2a02:26f0:183d:be56:b298:c09:c83c:8697,31.26122,72.77227
1775001600000,189.35.216.243,2a02:26f0:183d:d89:b623:5576:920a:3e5,-5.98184,127.74966
1775001600000,189.82.97.137,2606:4700:e676:d006:d740:351d:2022:6330,-25.85587,80.51964
1775001600000,189.82.97.232,2606:4700:e676:8f79:e2a7:e665:339e:d1e2,-43.57812,-95.5668
1775001600000,189.82.97.33,2606:4700:e676:a208:3be7:ea9f:293a:b529,-41.64445,52.31404
1775001600000,200.57.168.189,2600:1f18:df8f:109c:2b19:12c6:79a8:920e,39.92414,-128.08176
1775001600000,200.57.168.93,2600:1f18:df8f:9c0c:982e:8591:3d6e:1585,38.3146,-19.17529
1775001600000,200.57.168.96,2600:1f18:df8f:7da5:19d0:5ac1:9f55:e46,3.34561,132.04568
1775001600000,204.124.158.117,2a01:4f8:b1eb:d6e3:de7c:de99:a914:92f7,-57.68117,-48.30474
1775001600000,204.124.158.245,2a01:4f8:b1eb:1796:a0bb:734d:ada4:543b,-54.60437,120.48563
1775001600000,205.109.47.16,2606:4700:8504:5ffd:f91:18df:750a:7a81,-32.65536,-129.76487
1775001600000,205.109.47.198,2606:4700:8504:d5df:de0:a376:6706:3610,33.17469,158.28263
1775001600000,205.109.47.203,2606:4700:8504:435b:32df:b3f9:cc02:78c5,1.48998,54.39163
1775001600000,205.109.47.4,2606:4700:8504:ca7:6009:37be:f845:4773,63.99013,39.99584
1775001600000,207.153.31.229,2620:1c00:b7e9:79b3:5668:86a9:2e00:a0c9,-41.80685,13.41508
1775001600000,207.153.31.86,2620:1c00:b7e9:fe60:3a70:f45f:5c2c:1a10,61.03272,100.87741
1775001600000,212.220.161.164,2606:4700:8bfa:849:fdee:eff2:697f:1a4a,-54.18794,79.59198
1775001600000,212.220.161.40,2606:4700:8bfa:4bd8:526e:30d1:f4:394f,-12.11558,-54.063
1775001600000,212.220.161.7,2606:4700:8bfa:778e:274b:cf0b:9f87:6ae1,-54.92851,38.99587
1775001600000,214.127.62.187,2800:3f00:4816:ce21:baa2:9bfa:2c61:9c8b,-7.7021,133.65578
1775001600000,214.127.62.229,2800:3f00:4816:49e8:6b84:f8b9:d557:d804,14.57809,-39.86065
1775001600000,216.233.232.11,2620:1c00:dfb6:c409:6869:3b29:af79:1174,-12.93138,-166.75213
1775001600000,216.233.232.218,2620:1c00:dfb6:2120:700f:1322:93b7:b981,40.38782,-8.19168
1775001600000,216.233.232.93,2620:1c00:dfb6:adef:d92c:2956:902b:480e,-22.70248,53.20893
1775001600000,219.225.54.10,2600:1f18:a2dc:d703:40b1:718c:b648:aad0,1.60551,-98.54097
1775001600000,219.225.54.230,2600:1f18:a2dc:2fb4:6174:8c78:2ccd:b311,7.88842,26.73456
1775001600000,220.186.47.103,2800:3f00:704a:2e94:e717:4201:8c98:95ee,-24.38838,-72.82166
1775001600000,220.186.47.179,2800:3f00:704a:93c2:331e:5f76:76d8:5a31,-24.30323,54.02473
1775001600000,220.186.47.8,2800:3f00:704a:cfa2:145e:c6db:e02a:3e0f,21.16598,-110.45804
1775001600000,220.186.47.90,2800:3f00:704a:3808:d524:3784:66aa:4f39,9.69262,147.50607
1775001600000,223.84.80.182,2620:1c00:3be8:dbf5:c86f:d7b3:73d8:6137,-16.8933,-13.91443
1775001600000,223.84.80.216,2620:1c00:3be8:be34:b484:ae06:b33d:8b19,-0.77735,27.8807
1775001600000,23.177.63.110,2a00:1450:4e89:8696:a9fa:55cd:f790:ad4f,14.25046,-90.87839
1775001600000,23.177.63.196,2a00:1450:4e89:b147:1188:5d69:ed09:f07b,-5.47809,87.68476
1775001600000,23.177.63.236,2a00:1450:4e89:d1fe:fd04:a7c:fd78:f241,-32.10222,-9.74992
1775001600000,23.177.63.6,2a00:1450:4e89:7e9d:54eb:3f43:9c24:3697,-55.73622,-8.61598
1775001600000,25.102.62.113,2620:1c00:b7b1:d8ed:a824:74d8:3ebe:f7c4,-35.10043,61.39163
1775001600000,25.102.62.66,2620:1c00:b7b1:30c4:b97d:a47c:1526:a742,-16.53623,153.82375
1775001600000,25.255.236.209,2a01:4f8:5b88:d478:9f3:b737:4c9d:d76a,-10.42091,114.1706
1775001600000,25.255.236.226,2a01:4f8:5b88:3c69:81d7:75fd:5c04:ac82,-3.70206,166.97724
1775001600000,25.255.236.36,2a01:4f8:5b88:bf9c:6b4a:6083:ba59:3240,-35.71709,-136.91123
1775001600000,31.28.228.183,2a01:4f8:56ab:63ec:f1e2:bf6d:31ad:e591,-51.69334,153.77852
1775001600000,31.28.228.186,2a01:4f8:56ab:8224:7f75:2e6a:b6f2:e93,13.39985,-40.82885
1775001600000,31.28.228.197,2a01:4f8:56ab:7306:4fa7:636:aacd:a3bf,11.77976,-140.11254
1775001600000,31.28.228.52,2a01:4f8:56ab:765c:ea4c:d6e6:42b8:a57d,5.66714,-49.56047
1775001600000,33.27.4.218,2607:f8b0:cdc7:bf7e:46ee:59df:e0ea:8dd9,-8.49088,69.62495
1775001600000,33.27.4.94,2607:f8b0:cdc7:2e0e:e77b:65a3:a3b5:37d9,-8.01994,168.3916
1775001600000,34.198.157.124,2800:3f00:9f39:74bf:8f26:41ae:61f:584f,64.82835,-47.9104
1775001600000,34.198.157.133,2800:3f00:9f39:eb2d:3e32:9756:3c23:78b0,-36.6185,-163.1273
1775001600000,35.96.2.185,2a00:1450:e7e4:5e58:30fb:18bc:48b0:febd,30.47504,100.40036
1775001600000,35.96.2.51,2a00:1450:e7e4:291f:5932:16d2:ddc3:cca1,-55.55828,-75.36183
1775001600000,35.96.2.97,2a00:1450:e7e4:d7e0:8769:f884:ae45:97ed,55.1527,12.9579
1775001600000,37.198.78.53,2607:f8b0:3b9d:c83c:5de5:9bf4:9f19:a4b4,24.64822,152.54014
1775001600000,37.198.78.56,2607:f8b0:3b9d:b831:cb04:61db:1ed:2ab4,23.48644,142.56591
1775001600000,39.251.202.145,2a00:1450:ab47:ed90:5322:a8cb:6de8:7113,-19.00406,-164.71165
1775001600000,39.251.202.87,2a00:1450:ab47:9b25:5c42:2d9b:c23d:615b,-35.1751,21.50367
1775001600000,4.0.94.141,2607:f8b0:59f3:6ccc:40af:cdac:5512:e0b7,31.12699,-143.61943
1775001600000,4.0.94.145,2607:f8b0:59f3:e6cf:503a:cfcf:c026:5d6,1.6932,55.05238
1775001600000,4.0.94.97,2607:f8b0:59f3:2458:6d2b:6d7f:2de2:426e,-35.18592,-63.81691
1775001600000,4.126.101.142,2804:14d0:3f50:1704:eb16:c54a:7b6a:626a,-48.02869,139.2676
1775001600000,4.126.101.144,2804:14d0:3f50:724f:9a22:efce:7293:d05c,6.28776,-138.08186
1775001600000,4.126.101.75,2804:14d0:3f50:47c4:9951:49bb:4e50:c019,15.83822,117.50516
1775001600000,4.184.245.133,2a02:26f0:2661:9466:cb8c:15d:8231:e65,45.78175,-12.19236
1775001600000,4.184.245.228,2a02:26f0:2661:8d6b:811f:e4e3:5fa4:10d2,-38.03284,28.10241
1775001600000,4.184.245.234,2a02:26f0:2661:8acd:470d:98bc:ef77:c13f,34.95571,74.12042
1775001600000,44.79.106.124,2800:3f00:c2c7:b1aa:cb73:6cf2:cbf4:497c,37.16495,-152.81059
1775001600000,44.79.106.194,2800:3f00:c2c7:4fc4:fee3:abba:bb16:5cc7,68.89907,-89.03942
1775001600000,44.79.106.253,2800:3f00:c2c7:be8a:a0b4:dcb4:bef7:c074,-9.26252,11.4367
1775001600000,44.79.106.90,2800:3f00:c2c7:8731:722:1e7c:9a49:b355,9.38989,143.64871
1775001600000,46.20.207.158,2a02:26f0:6942:9246:a3fa:491c:5f18:b35f,-47.90193,-136.31027
1775001600000,46.20.207.172,2a02:26f0:6942:f49:5503:5dca:e363:da3c,-45.08445,166.52476
1775001600000,46.20.207.4,2a02:26f0:6942:fdc8:af0e:a471:f94f:9cde,-4.68082,-161.05854
1775001600000,46.20.207.7,2a02:26f0:6942:2367:d50b:32fc:bf13:d339,69.07343,-102.11692
1775001600000,48.121.27.232,2620:1c00:1c80:a6ef:9069:6ca0:4c1c:ab49,40.49772,-137.6817
1775001600000,48.121.27.74,2620:1c00:1c80:bd1c:8cdc:399f:3a98:181d,35.27152,159.82725
1775001600000,48.124.158.216,2a02:26f0:457c:556c:166f:966e:fc70:da1b,21.66133,-166.84153
1775001600000,48.124.158.49,2a02:26f0:457c:83c1:14d0:2758:bb56:e999,49.07582,-126.60648
1775001600000,48.124.158.82,2a02:26f0:457c:e1f:593e:83ed:e79:f843,-41.85277,7.13019
1775001600000,48.33.109.39,2a00:1450:13c0:cd4a:3fc3:5fa8:1ad0:329a,-21.8735,-138.71998
1775001600000,48.33.109.62,2a00:1450:13c0:f816:ea58:35fe:4d3:c73,-50.49942,147.23344
1775001600000,48.33.109.87,2a00:1450:13c0:f171:c852:f2de:e260:ca50,63.92065,23.27584
1775001600000,49.85.230.216,2800:3f00:9b3e:dca6:f669:3edb:4e5a:54e1,-48.94224,-60.08848
1775001600000,49.85.230.31,2800:3f00:9b3e:60c3:60c3:b751:9eca:d615,5.6448,-149.12647
1775001600000,49.85.230.78,2800:3f00:9b3e:a78b:4fbc:22:a94:147f,-9.15339,104.16676
1775001600000,50.90.230.151,2a02:26f0:f4da:22df:734:97fd:5842:42ec,-15.97881,110.52396
1775001600000,50.90.230.2,2a02:26f0:f4da:1330:1834:d6c4:ed42:70b,-17.04055,31.89486
1775001600000,50.90.230.232,2a02:26f0:f4da:3c22:1f7e:6670:735b:97db,-34.13619,-84.70037
1775001600000,51.141.44.142,2600:1f18:1b35:6c7b:d609:85b:d384:f03c,-21.91503,130.67888
1775001600000,51.141.44.158,2600:1f18:1b35:33a2:3602:541a:bc3:76fb,-54.10647,141.18103
1775001600000,51.141.44.194,2600:1f18:1b35:4c61:f609:c85b:704f:9a4e,47.42344,-164.95351
1775001600000,51.141.44.72,2600:1f18:1b35:5428:f943:1a4e:d480:b8f5,-1.84152,-167.80805
1775001600000,51.184.65.139,2800:3f00:b89f:331a:47bd:7dec:73a2:1a7b,-32.09124,6.27995
1775001600000,51.184.65.222,2800:3f00:b89f:b8f1:6aca:d55c:132:c653,-11.8467,-50.98934
1775001600000,51.184.65.32,2800:3f00:b89f:6fee:a016:e836:6579:da3,38.54658,5.27915
1775001600000,51.221.224.188,2800:3f00:1a38:fe24:c6f6:3e87:cb18:8348,-4.40175,-110.66581
1775001600000,51.221.224.203,2800:3f00:1a38:b5d6:96cc:e96b:141a:b901,-57.47736,23.33747
1775001600000,51.221.224.37,2800:3f00:1a38:8b36:ade4:284b:a618:dc88,-2.66997,93.59396
1775001600000,51.221.224.73,2800:3f00:1a38:897a:d5d7:cb90:fab:e61d,-21.94631,-154.68045
1775001600000,55.24.92.186,2a00:1450:6fef:f04a:2637:6618:e959:2c92,-8.8291,-11.36314
1775001600000,55.24.92.187,2a00:1450:6fef:9168:ea9e:774:1d3c:5ead,61.67207,158.31508
1775001600000,55.24.92.188,2a00:1450:6fef:5459:6ce4:5c64:2de9:50ec,-18.27369,-60.22249
1775001600000,6.89.191.158,2a00:1450:20d1:6839:db0:5c44:de59:70e5,-45.05068,-36.52317
1775001600000,6.89.191.55,2a00:1450:20d1:5303:e71:6e66:1dd8:8e63,9.94648,23.4667
1775001600000,6.89.191.57,2a00:1450:20d1:b12d:e412:3655:64dd:155d,68.56594,-145.60411
1775001600000,63.9.246.125,2a00:1450:460b:c7c8:6746:6225:275f:8865,33.42743,83.41227
1775001600000,63.9.246.204,2a00:1450:460b:a2b6:ff29:fa79:22ad:c53e,-15.42016,-53.32669
1775001600000,63.9.246.34,2a00:1450:460b:b1e0:714b:b34f:4c2e:1b8f,-7.7868,53.18356
1775001600000,63.9.246.81,2a00:1450:460b:81a8:a70e:991d:7169:704b,58.85771,-99.02635
1775001600000,65.84.244.104,2800:3f00:97ce:383c:b275:bb9e:efab:aa94,-52.38625,-158.29965
1775001600000,65.84.244.113,2800:3f00:97ce:6142:9ab3:a6b4:a63d:fe34,21.51003,81.8301
1775001600000,65.84.244.253,2800:3f00:97ce:6d64:97f9:352d:aecb:6a2a,4.92068,-77.91223
1775001600000,65.84.244.76,2800:3f00:97ce:daac:8456:ef3b:64e6:9ee3,-19.25225,25.86672
1775001600000,68.106.87.19,2a03:2880:f829:1586:67d7:9dc0:f77c:e4ed,46.87829,-68.99273
1775001600000,68.106.87.36,2a03:2880:f829:9cb7:b73e:7381:b1be:9ccc,52.08714,-114.75741
1775001600000,70.81.227.115,2606:4700:80b7:ee24:9578:9e5f:2fc:8543,-25.6501,-117.65088
